dataset,model,WQL,MASE,win_rate,n_valid_mase,n_series,elapsed_s,forecast_s,metric_s,vis_s,repeat1_WQL,repeat1_MASE,repeat2_WQL,repeat2_MASE,coe_mau_repeat1_count,coe_mau_repeat1_sum,coe_mau_repeat1_sum_sq,coe_mau_repeat1_min,coe_mau_repeat1_max,coe_mau_repeat2_count,coe_mau_repeat2_sum,coe_mau_repeat2_sum_sq,coe_mau_repeat2_min,coe_mau_repeat2_max,coe_repeat1_mauhist_under,coe_repeat1_mauhist_over,coe_repeat1_mauhist_nan,coe_repeat1_mauhist_b00,coe_repeat1_mauhist_b01,coe_repeat1_mauhist_b02,coe_repeat1_mauhist_b03,coe_repeat1_mauhist_b04,coe_repeat1_mauhist_b05,coe_repeat1_mauhist_b06,coe_repeat1_mauhist_b07,coe_repeat1_mauhist_b08,coe_repeat1_mauhist_b09,coe_repeat1_mauhist_b10,coe_repeat1_mauhist_b11,coe_repeat1_mauhist_b12,coe_repeat1_mauhist_b13,coe_repeat1_mauhist_b14,coe_repeat1_mauhist_b15,coe_repeat1_mauhist_b16,coe_repeat1_mauhist_b17,coe_repeat1_mauhist_b18,coe_repeat1_mauhist_b19,coe_repeat1_mauhist_b20,coe_repeat1_mauhist_b21,coe_repeat1_mauhist_b22,coe_repeat1_mauhist_b23,coe_repeat1_mauhist_b24,coe_repeat1_mauhist_b25,coe_repeat1_mauhist_b26,coe_repeat1_mauhist_b27,coe_repeat2_mauhist_under,coe_repeat2_mauhist_over,coe_repeat2_mauhist_nan,coe_repeat2_mauhist_b00,coe_repeat2_mauhist_b01,coe_repeat2_mauhist_b02,coe_repeat2_mauhist_b03,coe_repeat2_mauhist_b04,coe_repeat2_mauhist_b05,coe_repeat2_mauhist_b06,coe_repeat2_mauhist_b07,coe_repeat2_mauhist_b08,coe_repeat2_mauhist_b09,coe_repeat2_mauhist_b10,coe_repeat2_mauhist_b11,coe_repeat2_mauhist_b12,coe_repeat2_mauhist_b13,coe_repeat2_mauhist_b14,coe_repeat2_mauhist_b15,coe_repeat2_mauhist_b16,coe_repeat2_mauhist_b17,coe_repeat2_mauhist_b18,coe_repeat2_mauhist_b19,coe_repeat2_mauhist_b20,coe_repeat2_mauhist_b21,coe_repeat2_mauhist_b22,coe_repeat2_mauhist_b23,coe_repeat2_mauhist_b24,coe_repeat2_mauhist_b25,coe_repeat2_mauhist_b26,coe_repeat2_mauhist_b27,coe_es_0p05_depth_sum,coe_es_0p05_depth_n,coe_es_0p05_WQL,coe_es_0p05_MASE,coe_es_0p01_depth_sum,coe_es_0p01_depth_n,coe_es_0p01_WQL,coe_es_0p01_MASE,coe_es_0p001_depth_sum,coe_es_0p001_depth_n,coe_es_0p001_WQL,coe_es_0p001_MASE
H16_phihigh_rholow_s11,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4647957289115064,0.5158867868362264,0.935546875,1024,128,6.2,4.86,0.01,0.0,0.5043962372421331,0.5372053761152462,0.4647957289115064,0.5158867868362264,1024,676.5581179186702,526.9297586502854,0.04746117442846298,1.5717887878417969,1024,146.71638513170183,29.99764388356656,0.022567015141248703,0.5455955266952515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,69,332,468,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,125,305,295,222,67,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4647957289115064,0.5158867868362264,2048.0,1024,0.4647957289115064,0.5158867868362264,2048.0,1024,0.4647957289115064,0.5158867868362264
H16_phihigh_rholow_s12,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.45211931322670884,0.531049000626086,0.9111328125,1024,128,6.4,4.88,0.01,0.0,0.4810941462347464,0.5425665890091548,0.45211931322670884,0.531049000626086,1024,682.8761468753219,535.6127481882362,0.07374727725982666,1.5310180187225342,1024,153.28204897418618,32.97228160010823,0.021389149129390717,0.5915277004241943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,68,329,471,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,123,290,273,245,79,3,0,0,0,0,0,0,0,0,2048.0,1024,0.45211931322670884,0.531049000626086,2048.0,1024,0.45211931322670884,0.531049000626086,2048.0,1024,0.45211931322670884,0.531049000626086
H16_phihigh_rholow_s13,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.45568752310676175,0.5178726851020996,0.921875,1024,128,5.9,4.88,0.01,0.0,0.48711904314382914,0.5266311273306106,0.45568752310676175,0.5178726851020996,1024,681.3172349408269,526.9800545868354,0.0667462944984436,1.4880743026733398,1024,148.7093427889049,31.28565926804717,0.022604234516620636,0.5769792795181274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,66,342,485,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,119,307,298,213,75,1,0,0,0,0,0,0,0,0,2048.0,1024,0.45568752310676175,0.5178726851020996,2048.0,1024,0.45568752310676175,0.5178726851020996,2048.0,1024,0.45568752310676175,0.5178726851020996
H16_phihigh_rholow_s14,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4501670265880797,0.5284268184614845,0.9150390625,1024,128,6.4,4.84,0.01,0.0,0.4899488724593784,0.5390920544847397,0.4501670265880797,0.5284268184614845,1024,692.8930106163025,547.1309217732417,0.08286331593990326,1.466796636581421,1024,149.315702566877,31.038340451312536,0.024028941988945007,0.5852259397506714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,68,312,478,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,106,314,293,229,70,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4501670265880797,0.5284268184614845,2048.0,1024,0.4501670265880797,0.5284268184614845,2048.0,1024,0.4501670265880797,0.5284268184614845
H16_phihigh_rholow_s15,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4633382848647349,0.5214413718341723,0.921875,1024,128,7.7,4.91,0.01,0.0,0.49951486756126984,0.5400567803588064,0.4633382848647349,0.5214413718341723,1024,666.2314916849136,507.0603514132031,0.08658735454082489,1.5021312236785889,1024,151.50796155445278,32.15598778006229,0.02478230930864811,0.6461498737335205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,74,349,472,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,115,289,305,236,67,2,0,0,0,0,0,0,0,0,2048.0,1024,0.4633382848647349,0.5214413718341723,2048.0,1024,0.4633382848647349,0.5214413718341723,2048.0,1024,0.4633382848647349,0.5214413718341723
H16_phihigh_rhomid_s00,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.44809973231349937,0.5189571633406407,0.9287109375,1024,128,6.3,4.88,0.01,0.0,0.4744686034377294,0.5255825075565479,0.44809973231349937,0.5189571633406407,1024,688.751668587327,544.7125519293795,0.0563800185918808,1.4767348766326904,1024,146.85994771681726,30.21205720109174,0.021376091986894608,0.5906754732131958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,73,319,461,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,137,276,309,220,63,2,0,0,0,0,0,0,0,0,2048.0,1024,0.44809973231349937,0.5189571633406407,2048.0,1024,0.44809973231349937,0.5189571633406407,2048.0,1024,0.44809973231349937,0.5189571633406407
H16_phihigh_rhomid_s01,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46533357079228527,0.5337651734192037,0.91015625,1024,128,6.4,4.88,0.01,0.0,0.49450923712797995,0.5381375852225356,0.46533357079228527,0.5337651734192037,1024,669.4695512019098,511.2324102541045,0.04773223027586937,1.5440690517425537,1024,150.50130713172257,31.176191032505518,0.02176324464380741,0.5451376438140869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,67,345,480,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,125,277,295,256,61,0,0,0,0,0,0,0,0,0,2048.0,1024,0.46533357079228527,0.5337651734192037,2048.0,1024,0.46533357079228527,0.5337651734192037,2048.0,1024,0.46533357079228527,0.5337651734192037
H16_phihigh_rhomid_s02,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.44599963682219407,0.5225591571700305,0.916015625,1024,128,6.4,4.89,0.01,0.0,0.4786925649608853,0.5340962015764278,0.44599963682219407,0.5225591571700305,1024,675.1856138557196,525.071676594682,0.04235342890024185,1.4639757871627808,1024,149.32955574057996,31.04892734583312,0.024710126221179962,0.55169677734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,80,324,464,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,125,292,308,227,68,0,0,0,0,0,0,0,0,0,2048.0,1024,0.44599963682219407,0.5225591571700305,2048.0,1024,0.44599963682219407,0.5225591571700305,2048.0,1024,0.44599963682219407,0.5225591571700305
H16_phihigh_rhomid_s03,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.45138405336262555,0.5137947865146866,0.923828125,1024,128,5.6,4.85,0.01,0.0,0.4897237961069458,0.5333811047558261,0.45138405336262555,0.5137947865146866,1024,684.8620150387287,540.2923275298377,0.07908547669649124,1.61631441116333,1024,153.8696806244552,32.81683244355483,0.024823714047670364,0.599970281124115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,89,299,484,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,136,254,306,244,76,1,0,0,0,0,0,0,0,0,2048.0,1024,0.45138405336262555,0.5137947865146866,2048.0,1024,0.45138405336262555,0.5137947865146866,2048.0,1024,0.45138405336262555,0.5137947865146866
H16_phihigh_rhomid_s04,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4547171243009792,0.5195106391713505,0.9130859375,1024,128,7.7,6.22,0.01,0.0,0.48940363197404174,0.5348437541683724,0.4547171243009792,0.5195106391713505,1024,686.3026841245592,539.2563106623841,0.05610111728310585,1.4517428874969482,1024,150.06669039838016,32.043019482353,0.02340947464108467,0.579284131526947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,65,336,449,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,134,294,283,227,75,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4547171243009792,0.5195106391713505,2048.0,1024,0.4547171243009792,0.5195106391713505,2048.0,1024,0.4547171243009792,0.5195106391713505
H16_phihigh_rhomid_s05,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.44701364650926395,0.5363641348305788,0.9111328125,1024,128,6.3,4.84,0.01,0.0,0.4723380893240576,0.539311958466278,0.44701364650926395,0.5363641348305788,1024,679.8684995956719,524.657037442776,0.05771927908062935,1.4472798109054565,1024,148.44001421891153,31.001227318871067,0.022272787988185883,0.6005064249038696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,68,328,485,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,141,284,283,239,68,1,0,0,0,0,0,0,0,0,2048.0,1024,0.44701364650926395,0.5363641348305788,2048.0,1024,0.44701364650926395,0.5363641348305788,2048.0,1024,0.44701364650926395,0.5363641348305788
H16_phihigh_rhomid_s06,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4625102175062521,0.5277467448467927,0.908203125,1024,128,6.3,4.84,0.01,0.0,0.5057845019381471,0.5450063105359362,0.4625102175062521,0.5277467448467927,1024,673.2047319114208,515.2212108544238,0.07669644057750702,1.5785685777664185,1024,152.01780366152525,32.72745759225206,0.023676693439483643,0.5990774631500244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,77,324,491,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,117,295,301,210,83,3,0,0,0,0,0,0,0,0,2048.0,1024,0.4625102175062521,0.5277467448467927,2048.0,1024,0.4625102175062521,0.5277467448467927,2048.0,1024,0.4625102175062521,0.5277467448467927
H16_phihigh_rhomid_s07,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46416340283393587,0.5333119861145361,0.91015625,1024,128,6.3,4.84,0.01,0.0,0.5058398059347542,0.5547576837050721,0.46416340283393587,0.5333119861145361,1024,684.1777838170528,533.076720242844,0.06370500475168228,1.489639163017273,1024,153.44013931415975,32.33660801871372,0.019034381955862045,0.5687433481216431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,69,317,487,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,114,282,310,237,74,1,0,0,0,0,0,0,0,0,2048.0,1024,0.46416340283393587,0.5333119861145361,2048.0,1024,0.46416340283393587,0.5333119861145361,2048.0,1024,0.46416340283393587,0.5333119861145361
H16_phihigh_rhomid_s08,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46250254052242984,0.5293100563242235,0.912109375,1024,128,5.6,4.88,0.01,0.0,0.49143041317904923,0.536976028192084,0.46250254052242984,0.5293100563242235,1024,669.6142302900553,510.4403639312578,0.0891035720705986,1.5399683713912964,1024,148.79263910278678,30.344682849170397,0.021618610247969627,0.5667387247085571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,57,337,486,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,126,270,322,232,62,1,0,0,0,0,0,0,0,0,2048.0,1024,0.46250254052242984,0.5293100563242235,2048.0,1024,0.46250254052242984,0.5293100563242235,2048.0,1024,0.46250254052242984,0.5293100563242235
H16_phihigh_rhomid_s09,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4483882143498753,0.5172957208190142,0.9267578125,1024,128,8.1,6.25,0.01,0.0,0.47431393570785013,0.5258943771519824,0.4483882143498753,0.5172957208190142,1024,680.9902567192912,528.8519840431278,0.0841219425201416,1.5377187728881836,1024,145.924616554752,29.70969032202073,0.020894145593047142,0.6632710695266724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,76,326,477,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,126,299,315,207,67,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4483882143498753,0.5172957208190142,2048.0,1024,0.4483882143498753,0.5172957208190142,2048.0,1024,0.4483882143498753,0.5172957208190142
H16_phihigh_rhomid_s10,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4666883139176602,0.5247841478658076,0.9208984375,1024,128,6.5,4.89,0.01,0.0,0.49317043295223795,0.5243165478213063,0.4666883139176602,0.5247841478658076,1024,676.8874966353178,529.6358675559197,0.07781016081571579,1.5555932521820068,1024,149.90032428875566,30.671484235864433,0.02214834839105606,0.48760083317756653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,74,352,449,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,111,299,296,237,70,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4666883139176602,0.5247841478658076,2048.0,1024,0.4666883139176602,0.5247841478658076,2048.0,1024,0.4666883139176602,0.5247841478658076
H16_phihigh_rhomid_s11,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4695591949703731,0.5145784384415404,0.9296875,1024,128,6.2,4.89,0.01,0.0,0.517828534064857,0.5470797449742366,0.4695591949703731,0.5145784384415404,1024,670.662871606648,518.6006218960106,0.07308188825845718,1.5544649362564087,1024,153.4621194638312,32.26533876201806,0.022168278694152832,0.5256707072257996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,73,323,475,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,108,282,289,248,79,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4695591949703731,0.5145784384415404,2048.0,1024,0.4695591949703731,0.5145784384415404,2048.0,1024,0.4695591949703731,0.5145784384415404
H16_phihigh_rhomid_s12,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.456775114851188,0.5282260886022432,0.9169921875,1024,128,6.1,4.88,0.01,0.0,0.4902182819289714,0.5435110634488025,0.456775114851188,0.5282260886022432,1024,676.6549698635936,524.4213270878593,0.07181556522846222,1.591992974281311,1024,153.25504252687097,32.69365463792195,0.02578756958246231,0.6239259243011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,74,343,457,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,120,286,292,249,67,2,0,0,0,0,0,0,0,0,2048.0,1024,0.456775114851188,0.5282260886022432,2048.0,1024,0.456775114851188,0.5282260886022432,2048.0,1024,0.456775114851188,0.5282260886022432
H16_phihigh_rhomid_s13,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4552080308675599,0.5213008349718307,0.9228515625,1024,128,6.4,4.87,0.01,0.0,0.4851931213574606,0.5320558326818157,0.4552080308675599,0.5213008349718307,1024,677.5711823180318,521.7369498438519,0.08568207919597626,1.591155767440796,1024,148.24660338833928,30.771220820873108,0.023109864443540573,0.629357635974884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,61,338,490,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,119,292,313,219,70,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4552080308675599,0.5213008349718307,2048.0,1024,0.4552080308675599,0.5213008349718307,2048.0,1024,0.4552080308675599,0.5213008349718307
H16_phihigh_rhomid_s14,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.45131719029779843,0.5272561074001307,0.9140625,1024,128,7.8,6.28,0.01,0.0,0.4816249993432238,0.5309786880891196,0.45131719029779843,0.5272561074001307,1024,693.8452165275812,547.1599223964462,0.08021418750286102,1.4909768104553223,1024,149.80266569927335,30.93148573674861,0.017783168703317642,0.6190729141235352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,64,332,463,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,122,284,288,246,66,2,0,0,0,0,0,0,0,0,2048.0,1024,0.45131719029779843,0.5272561074001307,2048.0,1024,0.45131719029779843,0.5272561074001307,2048.0,1024,0.45131719029779843,0.5272561074001307
H16_phihigh_rhomid_s15,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.46654335601444485,0.530058480610788,0.9091796875,1024,128,6.3,4.88,0.01,0.0,0.4946309238061435,0.538291443535311,0.46654335601444485,0.530058480610788,1024,666.9341986551881,508.975053101192,0.07638905942440033,1.5935747623443604,1024,148.21862762980163,30.897236230260248,0.022997453808784485,0.6354507207870483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,68,354,469,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,128,287,303,233,61,3,0,0,0,0,0,0,0,0,2048.0,1024,0.46654335601444485,0.530058480610788,2048.0,1024,0.46654335601444485,0.530058480610788,2048.0,1024,0.46654335601444485,0.530058480610788
H16_philow_rhohigh_s00,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.48289281990669186,0.5495159535960159,0.966796875,1024,128,6.1,4.91,0.01,0.0,0.4961359069258923,0.5471545358095333,0.48289281990669186,0.5495159535960159,1024,666.1777945011854,496.0507872970752,0.0902821272611618,1.4809587001800537,1024,145.9964998010546,28.84776816245441,0.01717577688395977,0.5132378935813904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,56,336,498,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,107,301,313,232,58,0,0,0,0,0,0,0,0,0,2048.0,1024,0.48289281990669186,0.5495159535960159,2048.0,1024,0.48289281990669186,0.5495159535960159,2048.0,1024,0.48289281990669186,0.5495159535960159
H16_philow_rhohigh_s01,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.48443740354593434,0.5527770097162921,0.97265625,1024,128,6.2,4.88,0.01,0.0,0.5016200152074807,0.5532669071475839,0.48443740354593434,0.5527770097162921,1024,656.9574329257011,478.1393660397734,0.04564610868692398,1.3202688694000244,1024,147.88719527982175,29.931008353872397,0.021696047857403755,0.6026526093482971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,58,355,516,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,131,281,295,243,59,1,0,0,0,0,0,0,0,0,2048.0,1024,0.48443740354593434,0.5527770097162921,2048.0,1024,0.48443740354593434,0.5527770097162921,2048.0,1024,0.48443740354593434,0.5527770097162921
H16_philow_rhohigh_s02,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.47821714164895224,0.5419630868048837,0.9658203125,1024,128,6.3,4.92,0.01,0.0,0.48552073902199067,0.5376473551476704,0.47821714164895224,0.5419630868048837,1024,659.2432179041207,483.7016703187726,0.04537941887974739,1.4168083667755127,1024,147.4124089870602,29.942235488436417,0.02233346924185753,0.5876924991607666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,71,336,527,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,123,277,315,214,75,1,0,0,0,0,0,0,0,0,2048.0,1024,0.47821714164895224,0.5419630868048837,2048.0,1024,0.47821714164895224,0.5419630868048837,2048.0,1024,0.47821714164895224,0.5419630868048837
H16_philow_rhohigh_s03,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4843914305239272,0.5434226433531222,0.9697265625,1024,128,8.1,6.24,0.01,0.0,0.506438489956734,0.5528001544132068,0.4843914305239272,0.5434226433531222,1024,664.5332795754075,492.04182410497026,0.07854358106851578,1.3436975479125977,1024,149.8171153422445,30.400657757532755,0.023300571367144585,0.5226974487304688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,60,343,520,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,106,291,309,257,52,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4843914305239272,0.5434226433531222,2048.0,1024,0.4843914305239272,0.5434226433531222,2048.0,1024,0.4843914305239272,0.5434226433531222
H16_philow_rhohigh_s04,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4778419329518998,0.5430919848611495,0.970703125,1024,128,6.4,4.87,0.01,0.0,0.49233989431339653,0.5427899036900152,0.4778419329518998,0.5430919848611495,1024,661.3495085835457,485.79634234688876,0.09491340816020966,1.3765177726745605,1024,149.90705684386194,30.989756286003054,0.018635567277669907,0.5090132355690002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,57,335,531,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,138,267,300,242,67,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4778419329518998,0.5430919848611495,2048.0,1024,0.4778419329518998,0.5430919848611495,2048.0,1024,0.4778419329518998,0.5430919848611495
H16_philow_rhohigh_s05,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4721225328101796,0.5434579766197907,0.96484375,1024,128,6.4,4.88,0.01,0.0,0.48292828509603125,0.5394310822247399,0.4721225328101796,0.5434579766197907,1024,666.9285808950663,492.3612785139794,0.10250498354434967,1.2690606117248535,1024,151.08261319622397,30.781955343830944,0.022074395790696144,0.5002158880233765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60,335,524,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,107,269,334,239,64,0,0,0,0,0,0,0,0,0,2048.0,1024,0.4721225328101796,0.5434579766197907,2048.0,1024,0.4721225328101796,0.5434579766197907,2048.0,1024,0.4721225328101796,0.5434579766197907
H16_philow_rhohigh_s06,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.49366873703098796,0.5513718214167889,0.9560546875,1024,128,6.3,4.87,0.01,0.0,0.5114988415593236,0.5530504060675567,0.49366873703098796,0.5513718214167889,1024,659.1009012460709,480.3897054333726,0.0816536396741867,1.3252243995666504,1024,156.13670977577567,32.94983963899702,0.024519745260477066,0.5282762050628662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,52,354,513,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,106,269,314,257,73,0,0,0,0,0,0,0,0,0,2048.0,1024,0.49366873703098796,0.5513718214167889,2048.0,1024,0.49366873703098796,0.5513718214167889,2048.0,1024,0.49366873703098796,0.5513718214167889
H16_philow_rhohigh_s07,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.49211711673147474,0.5555832188731451,0.97265625,1024,128,6.1,4.86,0.01,0.0,0.5075178689358608,0.553675132020653,0.49211711673147474,0.5555832188731451,1024,666.5684703439474,492.8526697873581,0.09264612197875977,1.3136531114578247,1024,149.25221178680658,30.793634515361184,0.020665470510721207,0.5363805294036865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,58,329,525,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,125,285,310,230,66,0,0,0,0,0,0,0,0,0,2048.0,1024,0.49211711673147474,0.5555832188731451,2048.0,1024,0.49211711673147474,0.5555832188731451,2048.0,1024,0.49211711673147474,0.5555832188731451
H16_philow_rhohigh_s08,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.48641196940214615,0.5486020664108189,0.974609375,1024,128,7.6,6.29,0.01,0.0,0.5025749859264078,0.5510612562746323,0.48641196940214615,0.5486020664108189,1024,658.8730685710907,481.6160278852068,0.15584050118923187,1.423413634300232,1024,146.82399711571634,29.32289722426978,0.018671544268727303,0.5330382585525513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,363,502,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,110,292,325,230,56,0,0,0,0,0,0,0,0,0,2048.0,1024,0.48641196940214615,0.5486020664108189,2048.0,1024,0.48641196940214615,0.5486020664108189,2048.0,1024,0.48641196940214615,0.5486020664108189
H16_philow_rhohigh_s09,eo:model-step=010400-wql=0.2141-mase=0.9670-composite=0.5152,0.4762714080590254,0.5452921287895978,0.9775390625,1024,128,6.1,4.87,0.01,0.0,0.4836122789135997,0.540632133168772,0.4762714080590254,0.5452921287895978,1024,660.7579025477171,481.32688438813517,0.10658275336027145,1.3110284805297852,1024,146.28445532917976,29.497431435068425,0.022644318640232086,0.5984922647476196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57,335,542,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,133,289,290,232,68,1,0,0,0,0,0,0,0,0,2048.0,1024,0.4762714080590254,0.5452921287895978,2048.0,1024,0.4762714080590254,0.5452921287895978,2048.0,1024,0.4762714080590254,0.5452921287895978
