dataset,model,WQL,MASE,win_rate,n_valid_mase,n_series,elapsed_s,forecast_s,metric_s,vis_s
H128_phihigh_rhomid_s03,chronos-2:autogluon/chronos-2,0.13587969393101795,0.18437583515826464,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phihigh_rhomid_s04,chronos-2:autogluon/chronos-2,0.13433084824804786,0.1777589201305858,1.0,1024,128,5.1,3.21,0.02,0.0
H128_phihigh_rhomid_s05,chronos-2:autogluon/chronos-2,0.13877929409459988,0.17861655530405082,1.0,1024,128,4.8,3.25,0.02,0.0
H128_phihigh_rhomid_s06,chronos-2:autogluon/chronos-2,0.1379467437088312,0.17835063068674345,1.0,1024,128,5.4,3.84,0.02,0.0
H128_phihigh_rhomid_s07,chronos-2:autogluon/chronos-2,0.13719257270230933,0.18491144670921733,1.0,1024,128,4.8,3.37,0.02,0.0
H128_phihigh_rhomid_s08,chronos-2:autogluon/chronos-2,0.1363131529998674,0.181956830052125,1.0,1024,128,4.5,3.46,0.02,0.0
H128_phihigh_rhomid_s09,chronos-2:autogluon/chronos-2,0.13650602996271113,0.1803890731601912,1.0,1024,128,4.3,3.22,0.02,0.0
H128_phihigh_rhomid_s10,chronos-2:autogluon/chronos-2,0.13830895564722662,0.1828540320786884,1.0,1024,128,4.7,3.23,0.02,0.0
H128_phihigh_rhomid_s11,chronos-2:autogluon/chronos-2,0.13831693173554557,0.18406355583449496,1.0,1024,128,5.0,3.49,0.02,0.0
H128_phihigh_rhomid_s12,chronos-2:autogluon/chronos-2,0.13770601608045607,0.18131754283146806,1.0,1024,128,4.5,3.39,0.02,0.0
H128_phihigh_rhomid_s13,chronos-2:autogluon/chronos-2,0.1377743953120823,0.18472553702197517,1.0,1024,128,5.6,3.91,0.02,0.0
H128_phihigh_rhomid_s14,chronos-2:autogluon/chronos-2,0.13663376645320863,0.1817674775771548,1.0,1024,128,4.6,3.28,0.02,0.0
H128_phihigh_rhomid_s15,chronos-2:autogluon/chronos-2,0.13504488306747908,0.17869384533044017,1.0,1024,128,4.9,3.26,0.02,0.0
H128_philow_rhohigh_s00,chronos-2:autogluon/chronos-2,0.28361613395517643,0.369477071070206,1.0,1024,128,5.0,3.25,0.02,0.0
H128_philow_rhohigh_s01,chronos-2:autogluon/chronos-2,0.2806385883074858,0.3667660291578759,1.0,1024,128,4.7,3.25,0.02,0.0
H128_philow_rhohigh_s02,chronos-2:autogluon/chronos-2,0.27699150350824364,0.363714607817508,1.0,1024,128,4.9,3.31,0.02,0.0
H128_philow_rhohigh_s03,chronos-2:autogluon/chronos-2,0.276060053635401,0.3688807231024165,1.0,1024,128,4.8,3.3,0.02,0.0
H128_philow_rhohigh_s04,chronos-2:autogluon/chronos-2,0.27814399773382414,0.3665365089940426,1.0,1024,128,5.5,3.9,0.02,0.0
H128_philow_rhohigh_s05,chronos-2:autogluon/chronos-2,0.2792141298918773,0.36344837259975643,1.0,1024,128,4.5,3.25,0.02,0.0
H128_philow_rhohigh_s06,chronos-2:autogluon/chronos-2,0.2795682507480101,0.3603804264219905,1.0,1024,128,4.6,3.2,0.02,0.0
H128_philow_rhohigh_s07,chronos-2:autogluon/chronos-2,0.2766984468954539,0.36684262916541877,1.0,1024,128,4.6,3.26,0.02,0.0
H128_philow_rhohigh_s08,chronos-2:autogluon/chronos-2,0.2792089599580314,0.3695652354263939,1.0,1024,128,4.6,3.2,0.02,0.0
H128_philow_rhohigh_s09,chronos-2:autogluon/chronos-2,0.27820425192815934,0.3642019950063544,1.0,1024,128,4.8,3.19,0.02,0.0
H128_philow_rhohigh_s10,chronos-2:autogluon/chronos-2,0.2802001367769398,0.36361242503516467,1.0,1024,128,5.4,3.32,0.02,0.0
H128_philow_rhohigh_s11,chronos-2:autogluon/chronos-2,0.2788471349370011,0.36798476358647625,1.0,1024,128,5.9,3.23,0.02,0.0
H128_philow_rhohigh_s12,chronos-2:autogluon/chronos-2,0.27973359172249207,0.36356715324883515,1.0,1024,128,4.9,3.25,0.02,0.0
H128_philow_rhohigh_s13,chronos-2:autogluon/chronos-2,0.2772116199194491,0.3668082777498818,1.0,1024,128,5.0,3.22,0.02,0.0
H128_philow_rhohigh_s14,chronos-2:autogluon/chronos-2,0.2819820754891682,0.369645437289385,1.0,1024,128,5.3,3.34,0.02,0.0
H128_philow_rhohigh_s15,chronos-2:autogluon/chronos-2,0.27782420548622133,0.3636707621929448,1.0,1024,128,5.2,3.22,0.02,0.0
H128_philow_rholow_s00,chronos-2:autogluon/chronos-2,0.28361613395517643,0.369477071070206,1.0,1024,128,5.0,3.24,0.02,0.0
H128_philow_rholow_s01,chronos-2:autogluon/chronos-2,0.2806385883074858,0.3667660291578759,1.0,1024,128,5.6,3.87,0.02,0.0
H128_philow_rholow_s02,chronos-2:autogluon/chronos-2,0.27699150350824364,0.363714607817508,1.0,1024,128,4.7,3.23,0.02,0.0
H128_philow_rholow_s03,chronos-2:autogluon/chronos-2,0.276060053635401,0.3688807231024165,1.0,1024,128,4.4,3.27,0.02,0.0
H128_philow_rholow_s04,chronos-2:autogluon/chronos-2,0.27814399773382414,0.3665365089940426,1.0,1024,128,4.7,3.28,0.02,0.0
H128_philow_rholow_s05,chronos-2:autogluon/chronos-2,0.2792141298918773,0.36344837259975643,1.0,1024,128,4.9,3.28,0.02,0.0
H128_philow_rholow_s06,chronos-2:autogluon/chronos-2,0.2795682507480101,0.3603804264219905,1.0,1024,128,4.9,3.29,0.02,0.0
H128_philow_rholow_s07,chronos-2:autogluon/chronos-2,0.2766984468954539,0.36684262916541877,1.0,1024,128,5.1,3.23,0.02,0.0
H128_philow_rholow_s08,chronos-2:autogluon/chronos-2,0.2792089599580314,0.3695652354263939,1.0,1024,128,5.7,3.95,0.02,0.0
H128_philow_rholow_s09,chronos-2:autogluon/chronos-2,0.27820425192815934,0.3642019950063544,1.0,1024,128,4.9,3.29,0.02,0.0
H128_philow_rholow_s10,chronos-2:autogluon/chronos-2,0.2802001367769398,0.36361242503516467,1.0,1024,128,5.2,3.23,0.02,0.0
H128_philow_rholow_s11,chronos-2:autogluon/chronos-2,0.2788471349370011,0.36798476358647625,1.0,1024,128,4.7,3.27,0.02,0.0
H128_philow_rholow_s12,chronos-2:autogluon/chronos-2,0.27973359172249207,0.36356715324883515,1.0,1024,128,4.7,3.22,0.02,0.0
H128_philow_rholow_s13,chronos-2:autogluon/chronos-2,0.2772116199194491,0.3668082777498818,1.0,1024,128,4.7,3.2,0.02,0.0
H128_philow_rholow_s14,chronos-2:autogluon/chronos-2,0.2819820754891682,0.369645437289385,1.0,1024,128,4.8,3.2,0.02,0.0
H128_philow_rholow_s15,chronos-2:autogluon/chronos-2,0.27782420548622133,0.3636707621929448,1.0,1024,128,5.5,3.3,0.02,0.0
H128_philow_rhomid_s00,chronos-2:autogluon/chronos-2,0.28361613395517643,0.369477071070206,1.0,1024,128,4.8,3.2,0.02,0.0
H128_philow_rhomid_s01,chronos-2:autogluon/chronos-2,0.2806385883074858,0.3667660291578759,1.0,1024,128,4.5,3.2,0.02,0.0
H128_philow_rhomid_s02,chronos-2:autogluon/chronos-2,0.27699150350824364,0.363714607817508,1.0,1024,128,4.6,3.27,0.02,0.0
H128_philow_rhomid_s03,chronos-2:autogluon/chronos-2,0.276060053635401,0.3688807231024165,1.0,1024,128,5.1,3.2,0.02,0.0
H128_philow_rhomid_s04,chronos-2:autogluon/chronos-2,0.27814399773382414,0.3665365089940426,1.0,1024,128,5.1,3.29,0.02,0.0
H128_philow_rhomid_s05,chronos-2:autogluon/chronos-2,0.2792141298918773,0.36344837259975643,1.0,1024,128,5.8,3.83,0.02,0.0
H128_philow_rhomid_s06,chronos-2:autogluon/chronos-2,0.2795682507480101,0.3603804264219905,1.0,1024,128,5.3,3.19,0.02,0.0
H128_philow_rhomid_s07,chronos-2:autogluon/chronos-2,0.2766984468954539,0.36684262916541877,1.0,1024,128,5.0,3.19,0.02,0.0
H128_philow_rhomid_s08,chronos-2:autogluon/chronos-2,0.2792089599580314,0.3695652354263939,1.0,1024,128,4.8,3.19,0.02,0.0
H128_philow_rhomid_s09,chronos-2:autogluon/chronos-2,0.27820425192815934,0.3642019950063544,1.0,1024,128,4.8,3.2,0.02,0.0
H128_philow_rhomid_s10,chronos-2:autogluon/chronos-2,0.2802001367769398,0.36361242503516467,1.0,1024,128,4.8,3.2,0.02,0.0
H128_philow_rhomid_s11,chronos-2:autogluon/chronos-2,0.2788471349370011,0.36798476358647625,1.0,1024,128,4.9,3.2,0.02,0.0
H128_philow_rhomid_s12,chronos-2:autogluon/chronos-2,0.27973359172249207,0.36356715324883515,1.0,1024,128,4.4,3.84,0.02,0.0
H128_philow_rhomid_s13,chronos-2:autogluon/chronos-2,0.2772116199194491,0.3668082777498818,1.0,1024,128,3.9,3.21,0.02,0.0
H128_philow_rhomid_s14,chronos-2:autogluon/chronos-2,0.2819820754891682,0.369645437289385,1.0,1024,128,3.8,3.23,0.02,0.0
H128_philow_rhomid_s15,chronos-2:autogluon/chronos-2,0.27782420548622133,0.3636707621929448,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phimid_rhohigh_s00,chronos-2:autogluon/chronos-2,0.2287697527932483,0.3010601442752987,1.0,1024,128,4.9,3.2,0.02,0.0
H128_phimid_rhohigh_s01,chronos-2:autogluon/chronos-2,0.22763253884959112,0.299068648716529,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phimid_rhohigh_s02,chronos-2:autogluon/chronos-2,0.22370034503418723,0.29452646770357194,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phimid_rhohigh_s03,chronos-2:autogluon/chronos-2,0.22328454009329568,0.30178540254078057,1.0,1024,128,5.5,3.81,0.02,0.0
H128_phimid_rhohigh_s04,chronos-2:autogluon/chronos-2,0.22480753787346888,0.29824898362383656,1.0,1024,128,3.7,3.21,0.02,0.0
H128_phimid_rhohigh_s05,chronos-2:autogluon/chronos-2,0.22794159102702571,0.29582873217583044,1.0,1024,128,4.7,3.19,0.02,0.0
H128_phimid_rhohigh_s06,chronos-2:autogluon/chronos-2,0.22719753453025623,0.2937335340971241,1.0,1024,128,4.8,3.18,0.02,0.0
H128_phimid_rhohigh_s07,chronos-2:autogluon/chronos-2,0.2227306343362056,0.29874158480933044,1.0,1024,128,4.9,3.2,0.02,0.0
H128_phimid_rhohigh_s08,chronos-2:autogluon/chronos-2,0.22347367085769998,0.2993501998554965,1.0,1024,128,4.8,3.21,0.02,0.0
H128_phimid_rhohigh_s09,chronos-2:autogluon/chronos-2,0.22628322798204475,0.29576438899212154,1.0,1024,128,4.9,3.21,0.02,0.0
H128_phimid_rhohigh_s10,chronos-2:autogluon/chronos-2,0.2305747264233302,0.29930185925720765,1.0,1024,128,5.6,3.87,0.02,0.0
H128_phimid_rhohigh_s11,chronos-2:autogluon/chronos-2,0.22736599311530734,0.3022688892859348,1.0,1024,128,4.9,3.2,0.02,0.0
H128_phimid_rhohigh_s12,chronos-2:autogluon/chronos-2,0.22715258522605541,0.2982615765549055,1.0,1024,128,3.7,3.19,0.02,0.0
H128_phimid_rhohigh_s13,chronos-2:autogluon/chronos-2,0.2257958768696402,0.3028269882688589,1.0,1024,128,4.7,3.23,0.02,0.0
H128_phimid_rhohigh_s14,chronos-2:autogluon/chronos-2,0.22894089518118105,0.3023121368313782,1.0,1024,128,4.7,3.21,0.02,0.0
H128_phimid_rhohigh_s15,chronos-2:autogluon/chronos-2,0.2250962020356681,0.29554953744181434,1.0,1024,128,3.9,3.2,0.02,0.0
H128_phimid_rholow_s00,chronos-2:autogluon/chronos-2,0.2212738656256033,0.29125559024388836,1.0,1024,128,5.1,3.27,0.02,0.0
H128_phimid_rholow_s01,chronos-2:autogluon/chronos-2,0.22033984841273213,0.2895616046309142,1.0,1024,128,5.5,3.92,0.02,0.0
H128_phimid_rholow_s02,chronos-2:autogluon/chronos-2,0.21603998932746526,0.2847574483901135,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phimid_rholow_s03,chronos-2:autogluon/chronos-2,0.21416837387146917,0.2891355347652553,1.0,1024,128,4.7,3.13,0.02,0.0
H128_phimid_rholow_s04,chronos-2:autogluon/chronos-2,0.21766131218493784,0.28722845388370394,1.0,1024,128,4.9,3.24,0.02,0.0
H128_phimid_rholow_s05,chronos-2:autogluon/chronos-2,0.22037048010281415,0.28569865501007696,1.0,1024,128,5.0,3.19,0.02,0.0
H128_phimid_rholow_s06,chronos-2:autogluon/chronos-2,0.21817044923307838,0.2822252847890649,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phimid_rholow_s07,chronos-2:autogluon/chronos-2,0.2161666781577984,0.289361810662362,1.0,1024,128,5.1,3.19,0.02,0.0
H128_phimid_rholow_s08,chronos-2:autogluon/chronos-2,0.2177885859017174,0.28917127283767025,1.0,1024,128,5.5,3.95,0.02,0.0
H128_phimid_rholow_s09,chronos-2:autogluon/chronos-2,0.21624954652884149,0.28585920943351184,1.0,1024,128,4.8,3.18,0.02,0.0
H128_phimid_rholow_s10,chronos-2:autogluon/chronos-2,0.21716055860559258,0.2848183523243854,1.0,1024,128,4.0,3.15,0.02,0.0
H128_phimid_rholow_s11,chronos-2:autogluon/chronos-2,0.21762561270302153,0.2900466170003554,1.0,1024,128,4.5,3.19,0.02,0.0
H128_phimid_rholow_s12,chronos-2:autogluon/chronos-2,0.2176474677602812,0.2867377254026017,1.0,1024,128,4.1,3.18,0.02,0.0
H128_phimid_rholow_s13,chronos-2:autogluon/chronos-2,0.215108566632758,0.2877958106006288,1.0,1024,128,4.8,3.19,0.02,0.0
H128_phimid_rholow_s14,chronos-2:autogluon/chronos-2,0.21926659995359804,0.29132958190439695,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phimid_rholow_s15,chronos-2:autogluon/chronos-2,0.21654322921868047,0.28516228706382757,1.0,1024,128,5.6,3.94,0.02,0.0
H128_phimid_rhomid_s00,chronos-2:autogluon/chronos-2,0.22483613821674703,0.29274794989010866,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phimid_rhomid_s01,chronos-2:autogluon/chronos-2,0.2221943686267055,0.29217673641551667,1.0,1024,128,4.5,3.1,0.02,0.0
H128_phimid_rhomid_s02,chronos-2:autogluon/chronos-2,0.21888153444375844,0.28816498793566625,1.0,1024,128,4.7,3.2,0.02,0.0
H128_phimid_rhomid_s03,chronos-2:autogluon/chronos-2,0.21630670854732223,0.2915564992802037,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phimid_rhomid_s04,chronos-2:autogluon/chronos-2,0.2189530452148877,0.28883978110402897,1.0,1024,128,4.7,3.2,0.03,0.0
H128_phimid_rhomid_s05,chronos-2:autogluon/chronos-2,0.2215593850269385,0.28805805945552454,1.0,1024,128,3.8,3.2,0.02,0.0
H128_phimid_rhomid_s06,chronos-2:autogluon/chronos-2,0.22090416288783615,0.28509924197527653,1.0,1024,128,5.6,3.99,0.02,0.0
H128_phimid_rhomid_s07,chronos-2:autogluon/chronos-2,0.21809090755142635,0.2922749291003206,1.0,1024,128,4.7,3.22,0.02,0.0
H128_phimid_rhomid_s08,chronos-2:autogluon/chronos-2,0.22120051956755254,0.29374934561711064,1.0,1024,128,4.8,3.19,0.02,0.0
H128_phimid_rhomid_s09,chronos-2:autogluon/chronos-2,0.21981179210581928,0.290401021153185,1.0,1024,128,4.8,3.2,0.02,0.0
H128_phimid_rhomid_s10,chronos-2:autogluon/chronos-2,0.22146753553005322,0.2892726803125663,1.0,1024,128,4.6,3.14,0.02,0.0
H128_phimid_rhomid_s11,chronos-2:autogluon/chronos-2,0.2192138225960308,0.29177486901156824,1.0,1024,128,4.9,3.19,0.02,0.0
H128_phimid_rhomid_s12,chronos-2:autogluon/chronos-2,0.21949753357365825,0.28981907897114756,1.0,1024,128,3.7,3.19,0.02,0.0
H128_phimid_rhomid_s13,chronos-2:autogluon/chronos-2,0.21901606007527585,0.29212740321046426,1.0,1024,128,5.6,3.93,0.02,0.0
H128_phimid_rhomid_s14,chronos-2:autogluon/chronos-2,0.22197480428904043,0.29226899511089166,1.0,1024,128,4.8,3.21,0.02,0.0
H128_phimid_rhomid_s15,chronos-2:autogluon/chronos-2,0.21944683157562944,0.28795782953349686,1.0,1024,128,4.8,3.2,0.02,0.0
H16_phihigh_rhohigh_s00,chronos-2:autogluon/chronos-2,0.139197182499352,0.15613820893062635,1.0,1024,128,4.5,3.03,0.01,0.0
H16_phihigh_rhohigh_s01,chronos-2:autogluon/chronos-2,0.14257732237986512,0.15944989354960618,1.0,1024,128,4.6,3.03,0.01,0.0
H16_phihigh_rhohigh_s02,chronos-2:autogluon/chronos-2,0.14168168358168307,0.1577721276457321,1.0,1024,128,3.7,3.03,0.01,0.0
H16_phihigh_rhohigh_s03,chronos-2:autogluon/chronos-2,0.1448479256934755,0.15620266680726652,1.0,1024,128,4.8,3.03,0.01,0.0
H16_phihigh_rhohigh_s04,chronos-2:autogluon/chronos-2,0.14600256288667476,0.1590302800772515,1.0,1024,128,5.7,3.64,0.01,0.0
H16_phihigh_rhohigh_s05,chronos-2:autogluon/chronos-2,0.14018222209065584,0.1599639340093316,1.0,1024,128,4.6,3.03,0.01,0.0
H16_phihigh_rhohigh_s06,chronos-2:autogluon/chronos-2,0.14251675620733686,0.1569246310240003,1.0,1024,128,4.6,3.06,0.01,0.0
H16_phihigh_rhohigh_s07,chronos-2:autogluon/chronos-2,0.14734130931101458,0.16314541351529024,1.0,1024,128,4.3,3.12,0.01,0.0
H16_phihigh_rhohigh_s08,chronos-2:autogluon/chronos-2,0.14742866829268175,0.1584137247011017,1.0,1024,128,4.7,3.12,0.01,0.0
H16_phihigh_rhohigh_s09,chronos-2:autogluon/chronos-2,0.1440108174853123,0.16266719206322852,1.0,1024,128,4.7,3.09,0.01,0.0
H16_phihigh_rhohigh_s10,chronos-2:autogluon/chronos-2,0.13985014717340108,0.15660569241453687,1.0,1024,128,4.6,3.09,0.01,0.0
H16_phihigh_rhohigh_s11,chronos-2:autogluon/chronos-2,0.14779241734882653,0.1572057629330913,1.0,1024,128,5.1,3.77,0.01,0.0
H16_phihigh_rhohigh_s12,chronos-2:autogluon/chronos-2,0.139788615105978,0.15641574018908,1.0,1024,128,5.1,3.09,0.01,0.0
H16_phihigh_rhohigh_s13,chronos-2:autogluon/chronos-2,0.14392917338926248,0.1574147195083361,1.0,1024,128,5.1,3.08,0.01,0.0
H16_phihigh_rhohigh_s14,chronos-2:autogluon/chronos-2,0.13923852620539923,0.15866681956410472,1.0,1024,128,4.8,3.08,0.01,0.0
H16_phihigh_rhohigh_s15,chronos-2:autogluon/chronos-2,0.14761804948969084,0.1587406297568389,1.0,1024,128,4.6,3.09,0.01,0.0
H16_phihigh_rholow_s00,chronos-2:autogluon/chronos-2,0.1332376029452668,0.1469471529774442,1.0,1024,128,5.0,3.08,0.01,0.0
H16_phihigh_rholow_s01,chronos-2:autogluon/chronos-2,0.1330152051813555,0.1480546680685153,1.0,1024,128,4.4,3.08,0.01,0.0
H16_phihigh_rholow_s02,chronos-2:autogluon/chronos-2,0.13360132229523813,0.1465611792755323,1.0,1024,128,5.3,3.75,0.01,0.0
H16_phihigh_rholow_s03,chronos-2:autogluon/chronos-2,0.13572363443948404,0.1472045663863274,1.0,1024,128,4.6,3.08,0.01,0.0
H16_phihigh_rholow_s04,chronos-2:autogluon/chronos-2,0.13497023322412566,0.14653193595446468,1.0,1024,128,3.7,3.08,0.01,0.0
H16_phihigh_rholow_s05,chronos-2:autogluon/chronos-2,0.12971772193677236,0.14849024613887823,1.0,1024,128,4.6,3.09,0.01,0.0
H16_phihigh_rholow_s06,chronos-2:autogluon/chronos-2,0.13656677100428544,0.1483171281100386,1.0,1024,128,4.6,3.08,0.01,0.0
H16_phihigh_rholow_s07,chronos-2:autogluon/chronos-2,0.13466377654528525,0.15021355372931885,1.0,1024,128,4.4,3.09,0.01,0.0
H16_phihigh_rholow_s08,chronos-2:autogluon/chronos-2,0.13463990064176115,0.14765112071062958,1.0,1024,128,4.5,3.08,0.01,0.0
H16_phihigh_rholow_s09,chronos-2:autogluon/chronos-2,0.13052942527615802,0.14757660923369031,1.0,1024,128,5.0,3.75,0.01,0.0
H16_phihigh_rholow_s10,chronos-2:autogluon/chronos-2,0.13385577932563467,0.14695044118101502,1.0,1024,128,4.1,3.08,0.01,0.0
H16_phihigh_rholow_s11,chronos-2:autogluon/chronos-2,0.13570650383106553,0.1473349397269233,1.0,1024,128,4.6,3.08,0.01,0.0
H16_phihigh_rholow_s12,chronos-2:autogluon/chronos-2,0.12960302715688765,0.14493788743820046,1.0,1024,128,3.7,3.09,0.01,0.0
H16_phihigh_rholow_s13,chronos-2:autogluon/chronos-2,0.13401121462184398,0.14803690769263123,1.0,1024,128,4.5,3.08,0.01,0.0
H16_phihigh_rholow_s14,chronos-2:autogluon/chronos-2,0.13210331644320084,0.14858434744171597,1.0,1024,128,4.6,3.08,0.01,0.0
H16_phihigh_rholow_s15,chronos-2:autogluon/chronos-2,0.13500507977645793,0.14783316656327772,1.0,1024,128,5.0,3.08,0.01,0.0
H16_phihigh_rhomid_s00,chronos-2:autogluon/chronos-2,0.14998400512406201,0.16415807016494782,1.0,1024,128,4.9,3.08,0.01,0.0
H16_phihigh_rhomid_s01,chronos-2:autogluon/chronos-2,0.15308330668071338,0.16752072423710912,1.0,1024,128,5.4,3.08,0.01,0.0
H16_phihigh_rhomid_s02,chronos-2:autogluon/chronos-2,0.15039949630916805,0.16545962669623185,1.0,1024,128,4.6,3.08,0.01,0.0
H16_phihigh_rhomid_s03,chronos-2:autogluon/chronos-2,0.15111956509782926,0.1624276669509807,1.0,1024,128,4.6,3.08,0.01,0.0
H16_phihigh_rhomid_s04,chronos-2:autogluon/chronos-2,0.14949987617602478,0.16402020922949637,1.0,1024,128,3.6,3.09,0.01,0.0
H16_phihigh_rhomid_s05,chronos-2:autogluon/chronos-2,0.14866915525440758,0.16728467621387094,1.0,1024,128,4.6,3.08,0.01,0.0
H16_phihigh_rhomid_s06,chronos-2:autogluon/chronos-2,0.15023754613176307,0.16335086753525094,1.0,1024,128,4.5,3.08,0.01,0.0
H16_phihigh_rhomid_s07,chronos-2:autogluon/chronos-2,0.15007520338892893,0.16583175146114884,1.0,1024,128,4.5,3.09,0.01,0.0
H16_phihigh_rhomid_s08,chronos-2:autogluon/chronos-2,0.14933469669368013,0.16583240009369066,1.0,1024,128,5.3,3.75,0.01,0.0
H16_phihigh_rhomid_s09,chronos-2:autogluon/chronos-2,0.14660916025479753,0.16401581725023923,1.0,1024,128,4.6,3.09,0.01,0.0
H16_phihigh_rhomid_s10,chronos-2:autogluon/chronos-2,0.1485906414834347,0.16433438109796233,1.0,1024,128,4.1,3.09,0.01,0.0
H16_phihigh_rhomid_s11,chronos-2:autogluon/chronos-2,0.1514997527614999,0.1645703341402745,1.0,1024,128,4.2,3.09,0.01,0.0
H16_phihigh_rhomid_s12,chronos-2:autogluon/chronos-2,0.1474457031978065,0.16436042750937824,1.0,1024,128,4.3,3.09,0.01,0.0
H16_phihigh_rhomid_s13,chronos-2:autogluon/chronos-2,0.14762501957439536,0.16427096304920033,1.0,1024,128,4.6,3.08,0.01,0.0
H16_phihigh_rhomid_s14,chronos-2:autogluon/chronos-2,0.14969780092407167,0.1659830103742508,1.0,1024,128,4.6,3.08,0.01,0.0
H16_phihigh_rhomid_s15,chronos-2:autogluon/chronos-2,0.14858599168565548,0.16465732861299864,1.0,1024,128,5.1,3.75,0.01,0.0
H16_philow_rhohigh_s00,chronos-2:autogluon/chronos-2,0.3166058913480383,0.3613569911851628,1.0,1024,128,4.5,3.09,0.01,0.0
H16_philow_rhohigh_s01,chronos-2:autogluon/chronos-2,0.32269071720417886,0.36717873745918445,1.0,1024,128,4.6,3.08,0.01,0.0
H16_philow_rhohigh_s02,chronos-2:autogluon/chronos-2,0.32190408672940485,0.3651488231137602,1.0,1024,128,4.6,3.08,0.01,0.0
H16_philow_rhohigh_s03,chronos-2:autogluon/chronos-2,0.31992545631256186,0.36237986248072973,1.0,1024,128,4.6,3.09,0.01,0.0
H16_philow_rhohigh_s04,chronos-2:autogluon/chronos-2,0.3188122449786266,0.3615428394678336,1.0,1024,128,4.6,3.09,0.01,0.0
H16_philow_rhohigh_s05,chronos-2:autogluon/chronos-2,0.3181842565057303,0.36361629348164526,1.0,1024,128,4.5,3.09,0.01,0.0
H16_philow_rhohigh_s06,chronos-2:autogluon/chronos-2,0.323490564905595,0.36160483466738685,1.0,1024,128,4.3,3.08,0.01,0.0
H16_philow_rhohigh_s07,chronos-2:autogluon/chronos-2,0.3257853545552801,0.36955223787413843,1.0,1024,128,5.3,3.08,0.01,0.0
H16_philow_rhohigh_s08,chronos-2:autogluon/chronos-2,0.3243423541299621,0.3670050079018531,1.0,1024,128,4.4,3.09,0.01,0.0
H16_philow_rhohigh_s09,chronos-2:autogluon/chronos-2,0.3189599043734219,0.36634327788851884,1.0,1024,128,4.6,3.08,0.01,0.0
H16_philow_rhohigh_s10,chronos-2:autogluon/chronos-2,0.3224113774053845,0.36774488151689333,1.0,1024,128,4.6,3.09,0.01,0.0
H16_philow_rhohigh_s11,chronos-2:autogluon/chronos-2,0.3291252884529394,0.36093801246118584,1.0,1024,128,4.6,3.08,0.01,0.0
H16_philow_rhohigh_s12,chronos-2:autogluon/chronos-2,0.3201274929448688,0.3621665168172849,1.0,1024,128,4.4,3.08,0.01,0.0
H16_philow_rhohigh_s13,chronos-2:autogluon/chronos-2,0.3252989805976588,0.3661741769027821,1.0,1024,128,4.6,3.09,0.01,0.0
H16_philow_rhohigh_s14,chronos-2:autogluon/chronos-2,0.31353993322010654,0.36264590449757117,1.0,1024,128,5.3,3.08,0.01,0.0
H16_philow_rhohigh_s15,chronos-2:autogluon/chronos-2,0.3227606858992279,0.36326539848948347,1.0,1024,128,3.8,3.09,0.01,0.0
H16_philow_rholow_s00,chronos-2:autogluon/chronos-2,0.3166058913480383,0.3613569911851628,1.0,1024,128,4.6,3.09,0.01,0.0
H16_philow_rholow_s01,chronos-2:autogluon/chronos-2,0.32269071720417886,0.36717873745918445,1.0,1024,128,4.6,3.09,0.01,0.0
H16_philow_rholow_s02,chronos-2:autogluon/chronos-2,0.32190408672940485,0.3651488231137602,1.0,1024,128,4.5,3.08,0.01,0.0
H16_philow_rholow_s03,chronos-2:autogluon/chronos-2,0.31992545631256186,0.36237986248072973,1.0,1024,128,4.5,3.09,0.01,0.0
H16_philow_rholow_s04,chronos-2:autogluon/chronos-2,0.3188122449786266,0.3615428394678336,1.0,1024,128,4.5,3.08,0.01,0.0
H16_philow_rholow_s05,chronos-2:autogluon/chronos-2,0.3181842565057303,0.36361629348164526,1.0,1024,128,5.3,3.76,0.01,0.0
H16_philow_rholow_s06,chronos-2:autogluon/chronos-2,0.323490564905595,0.36160483466738685,1.0,1024,128,4.6,3.09,0.01,0.0
H16_philow_rholow_s07,chronos-2:autogluon/chronos-2,0.3257853545552801,0.36955223787413843,1.0,1024,128,4.6,3.09,0.01,0.0
H16_philow_rholow_s08,chronos-2:autogluon/chronos-2,0.3243423541299621,0.3670050079018531,1.0,1024,128,4.5,3.08,0.01,0.0
H16_philow_rholow_s09,chronos-2:autogluon/chronos-2,0.3189599043734219,0.36634327788851884,1.0,1024,128,4.9,3.08,0.01,0.0
H16_philow_rholow_s10,chronos-2:autogluon/chronos-2,0.3224113774053845,0.36774488151689333,1.0,1024,128,5.7,3.08,0.01,0.0
H16_philow_rholow_s11,chronos-2:autogluon/chronos-2,0.3291252884529394,0.36093801246118584,1.0,1024,128,4.7,3.08,0.01,0.0
H16_philow_rholow_s12,chronos-2:autogluon/chronos-2,0.3201274929448688,0.3621665168172849,1.0,1024,128,5.2,3.08,0.01,0.0
