dataset,model,WQL,MASE,win_rate,n_valid_mase,n_series,elapsed_s,forecast_s,metric_s,vis_s
phihigh_shhalf_gpno_s01_c512h16,chronos-2:autogluon/chronos-2,0.3320096007963675,0.3168840633174095,0.9990234375,1024,256,2.4,2.32,0.01,0.0
phihigh_shhalf_gpno_s01_c512h256,chronos-2:autogluon/chronos-2,0.5603287815600637,0.7048300026895585,0.794921875,1024,256,1.3,1.21,0.05,0.0
phihigh_shhalf_gpno_s01_c512h64,chronos-2:autogluon/chronos-2,0.36251568782166754,0.39659529437165125,0.95703125,1024,256,1.0,0.9,0.01,0.0
phihigh_shhalf_gpno_s02_c512h1024,chronos-2:autogluon/chronos-2,0.784954700203914,0.9821462614866352,0.6279296875,1024,256,2.4,2.26,0.15,0.0
phihigh_shhalf_gpno_s02_c512h16,chronos-2:autogluon/chronos-2,0.331509676374812,0.3168628348868114,0.998046875,1024,256,0.8,0.76,0.01,0.0
phihigh_shhalf_gpno_s02_c512h256,chronos-2:autogluon/chronos-2,0.5718358891577204,0.7172859134966616,0.7939453125,1024,256,1.2,1.16,0.04,0.0
phihigh_shhalf_gpno_s02_c512h64,chronos-2:autogluon/chronos-2,0.3571272441081791,0.39815368381939914,0.9619140625,1024,256,0.9,0.83,0.01,0.0
phihigh_shhalf_gpno_s03_c512h1024,chronos-2:autogluon/chronos-2,0.7821367810409594,0.9574561715650709,0.640625,1024,256,2.5,2.31,0.14,0.0
phihigh_shhalf_gpno_s03_c512h16,chronos-2:autogluon/chronos-2,0.32697292530162986,0.31183938959380586,0.9990234375,1024,256,0.8,0.75,0.01,0.0
phihigh_shhalf_gpno_s03_c512h256,chronos-2:autogluon/chronos-2,0.5692754856656438,0.7035533968152559,0.787109375,1024,256,1.2,1.14,0.04,0.0
phihigh_shhalf_gpno_s03_c512h64,chronos-2:autogluon/chronos-2,0.3567111423173726,0.3895347206119028,0.9755859375,1024,256,0.9,0.82,0.02,0.0
phihigh_shhalf_gpno_s04_c512h1024,chronos-2:autogluon/chronos-2,0.7876692923582209,0.9490731937367872,0.654296875,1024,256,2.3,2.14,0.14,0.0
phihigh_shhalf_gpno_s04_c512h16,chronos-2:autogluon/chronos-2,0.3348314953445969,0.31477381137102023,0.9970703125,1024,256,0.8,0.71,0.01,0.0
phihigh_shhalf_gpno_s04_c512h256,chronos-2:autogluon/chronos-2,0.5690696071998489,0.6977884955572722,0.7958984375,1024,256,1.1,1.05,0.03,0.0
phihigh_shhalf_gpno_s04_c512h64,chronos-2:autogluon/chronos-2,0.36141718746152757,0.3893551420243126,0.9638671875,1024,256,0.8,0.78,0.01,0.0
phihigh_shhalf_gpno_s05_c512h1024,chronos-2:autogluon/chronos-2,0.8011095188616102,1.0032609749013293,0.640625,1024,256,2.7,2.54,0.15,0.0
phihigh_shhalf_gpno_s05_c512h16,chronos-2:autogluon/chronos-2,0.3382690382327995,0.32183459641504053,0.9970703125,1024,256,0.8,0.76,0.01,0.0
phihigh_shhalf_gpno_s05_c512h256,chronos-2:autogluon/chronos-2,0.5866313915570038,0.7313075402421368,0.7685546875,1024,256,1.2,1.12,0.04,0.0
phihigh_shhalf_gpno_s05_c512h64,chronos-2:autogluon/chronos-2,0.3711864101113122,0.40800334632780844,0.96484375,1024,256,0.9,0.83,0.01,0.0
phihigh_shhalf_gpno_s06_c512h1024,chronos-2:autogluon/chronos-2,0.803502308307498,0.9869156138914497,0.6484375,1024,256,2.6,2.35,0.16,0.0
phihigh_shhalf_gpno_s06_c512h16,chronos-2:autogluon/chronos-2,0.33623726850760977,0.3093490660222565,0.998046875,1024,256,0.8,0.76,0.01,0.0
phihigh_shhalf_gpno_s06_c512h256,chronos-2:autogluon/chronos-2,0.5688763571601423,0.6952993548041734,0.79296875,1024,256,1.3,1.18,0.04,0.0
phihigh_shhalf_gpno_s06_c512h64,chronos-2:autogluon/chronos-2,0.35902222576637255,0.3844129072966742,0.9716796875,1024,256,0.9,0.83,0.01,0.0
phihigh_shhalf_gpno_s07_c512h1024,chronos-2:autogluon/chronos-2,0.7900494569032098,0.9616467620164222,0.658203125,1024,256,2.5,2.28,0.15,0.0
phihigh_shhalf_gpno_s07_c512h16,chronos-2:autogluon/chronos-2,0.33064534599112705,0.31205149133616095,1.0,1024,256,2.3,2.28,0.01,0.0
phihigh_shhalf_gpno_s07_c512h256,chronos-2:autogluon/chronos-2,0.5720166064732197,0.6947059236713748,0.802734375,1024,256,1.4,1.31,0.04,0.0
phihigh_shhalf_gpno_s07_c512h64,chronos-2:autogluon/chronos-2,0.3584958175921181,0.3848471976229446,0.9736328125,1024,256,0.9,0.89,0.02,0.0
phihigh_shnone_gpfull_s00_c512h1024,chronos-2:autogluon/chronos-2,0.7034498571689468,0.8857259907934374,0.673828125,1024,256,2.4,2.25,0.15,0.0
phihigh_shnone_gpfull_s00_c512h16,chronos-2:autogluon/chronos-2,0.3307638321360288,0.30993822021497663,1.0,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gpfull_s00_c512h256,chronos-2:autogluon/chronos-2,0.5094374800157748,0.6360914100994449,0.81640625,1024,256,1.2,1.11,0.03,0.0
phihigh_shnone_gpfull_s00_c512h64,chronos-2:autogluon/chronos-2,0.325792217591516,0.36253200750440867,0.978515625,1024,256,0.9,0.82,0.02,0.0
phihigh_shnone_gpfull_s01_c512h1024,chronos-2:autogluon/chronos-2,0.7062172362737401,0.8599450849367588,0.7099609375,1024,256,2.4,2.24,0.15,0.0
phihigh_shnone_gpfull_s01_c512h16,chronos-2:autogluon/chronos-2,0.3260288606330866,0.3100820402828064,0.9990234375,1024,256,0.8,0.74,0.01,0.0
phihigh_shnone_gpfull_s01_c512h256,chronos-2:autogluon/chronos-2,0.49844133283844605,0.6211077242133278,0.8427734375,1024,256,1.2,1.13,0.04,0.0
phihigh_shnone_gpfull_s01_c512h64,chronos-2:autogluon/chronos-2,0.33117747902514194,0.35628911202121116,0.9873046875,1024,256,0.9,0.82,0.02,0.0
phihigh_shnone_gpfull_s02_c512h1024,chronos-2:autogluon/chronos-2,0.6994532127856561,0.8651662894908554,0.685546875,1024,256,2.4,2.2,0.15,0.0
phihigh_shnone_gpfull_s02_c512h16,chronos-2:autogluon/chronos-2,0.3247351647085212,0.3006297366505895,0.9990234375,1024,256,0.8,0.73,0.01,0.0
phihigh_shnone_gpfull_s02_c512h256,chronos-2:autogluon/chronos-2,0.4944696612091063,0.6104795275126584,0.8427734375,1024,256,1.2,1.08,0.04,0.0
phihigh_shnone_gpfull_s02_c512h64,chronos-2:autogluon/chronos-2,0.3275009042640442,0.35172723188843946,0.9833984375,1024,256,0.9,0.8,0.01,0.0
phihigh_shnone_gpfull_s03_c512h1024,chronos-2:autogluon/chronos-2,0.7549229612960575,0.9373467566252556,0.62890625,1024,256,2.5,2.28,0.15,0.0
phihigh_shnone_gpfull_s03_c512h16,chronos-2:autogluon/chronos-2,0.31867117691424196,0.3114485404901387,1.0,1024,256,0.8,0.74,0.01,0.0
phihigh_shnone_gpfull_s03_c512h256,chronos-2:autogluon/chronos-2,0.521619510408517,0.6437664259322781,0.8251953125,1024,256,1.3,1.21,0.04,0.0
phihigh_shnone_gpfull_s03_c512h64,chronos-2:autogluon/chronos-2,0.3205478179345921,0.36078242786543235,0.982421875,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gpfull_s04_c512h1024,chronos-2:autogluon/chronos-2,0.7083761269604968,0.874165816076262,0.67578125,1024,256,2.7,2.52,0.16,0.0
phihigh_shnone_gpfull_s04_c512h16,chronos-2:autogluon/chronos-2,0.3190337678351953,0.30804380196599945,0.9990234375,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gpfull_s04_c512h256,chronos-2:autogluon/chronos-2,0.5065812158691952,0.6327951920796879,0.833984375,1024,256,1.2,1.16,0.04,0.0
phihigh_shnone_gpfull_s04_c512h64,chronos-2:autogluon/chronos-2,0.33173176068025645,0.3643053829673697,0.9765625,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gpfull_s05_c512h1024,chronos-2:autogluon/chronos-2,0.7317486003270022,0.9194006931023003,0.65234375,1024,256,2.5,2.29,0.15,0.0
phihigh_shnone_gpfull_s05_c512h16,chronos-2:autogluon/chronos-2,0.31617285474828294,0.31532679318869666,1.0,1024,256,2.3,2.29,0.01,0.0
phihigh_shnone_gpfull_s05_c512h256,chronos-2:autogluon/chronos-2,0.5187916483544759,0.6605411131217189,0.7978515625,1024,256,1.4,1.32,0.04,0.0
phihigh_shnone_gpfull_s05_c512h64,chronos-2:autogluon/chronos-2,0.3326939084048576,0.37065083287885275,0.9765625,1024,256,0.9,0.88,0.01,0.0
phihigh_shnone_gpfull_s06_c512h1024,chronos-2:autogluon/chronos-2,0.7652549650964928,0.9865134966469777,0.603515625,1024,256,2.4,2.25,0.15,0.0
phihigh_shnone_gpfull_s06_c512h16,chronos-2:autogluon/chronos-2,0.3346067509842777,0.3215233774314297,0.9990234375,1024,256,0.8,0.75,0.01,0.0
phihigh_shnone_gpfull_s06_c512h256,chronos-2:autogluon/chronos-2,0.539372345935601,0.7057824277733133,0.775390625,1024,256,1.2,1.1,0.04,0.0
phihigh_shnone_gpfull_s06_c512h64,chronos-2:autogluon/chronos-2,0.344594402023686,0.39081930437051715,0.97265625,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gpfull_s07_c512h1024,chronos-2:autogluon/chronos-2,0.7027119612061059,0.8545940748593959,0.7158203125,1024,256,2.4,2.25,0.14,0.0
phihigh_shnone_gpfull_s07_c512h16,chronos-2:autogluon/chronos-2,0.3270461586398513,0.30151845522369974,0.998046875,1024,256,0.8,0.75,0.01,0.0
phihigh_shnone_gpfull_s07_c512h256,chronos-2:autogluon/chronos-2,0.4996798435542744,0.6259329277610937,0.837890625,1024,256,1.2,1.11,0.04,0.0
phihigh_shnone_gpfull_s07_c512h64,chronos-2:autogluon/chronos-2,0.3271384006209483,0.34750721865443623,0.9833984375,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gphalf_s00_c512h1024,chronos-2:autogluon/chronos-2,0.7524107507567953,0.9926239639370489,0.630859375,1024,256,2.4,2.25,0.15,0.0
phihigh_shnone_gphalf_s00_c512h16,chronos-2:autogluon/chronos-2,0.31920045376905115,0.31821393163360945,1.0,1024,256,0.8,0.73,0.01,0.0
phihigh_shnone_gphalf_s00_c512h256,chronos-2:autogluon/chronos-2,0.5094990010832379,0.677884884307405,0.7939453125,1024,256,1.2,1.09,0.04,0.0
phihigh_shnone_gphalf_s00_c512h64,chronos-2:autogluon/chronos-2,0.33934574092855085,0.3826113628176666,0.9716796875,1024,256,0.9,0.8,0.01,0.0
phihigh_shnone_gphalf_s01_c512h1024,chronos-2:autogluon/chronos-2,0.752417803171741,1.0001702761382893,0.6376953125,1024,256,2.5,2.29,0.15,0.0
phihigh_shnone_gphalf_s01_c512h16,chronos-2:autogluon/chronos-2,0.3211426383947821,0.3219127562694571,0.9990234375,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gphalf_s01_c512h256,chronos-2:autogluon/chronos-2,0.5236450378213899,0.6983979897254136,0.796875,1024,256,1.2,1.12,0.04,0.0
phihigh_shnone_gphalf_s01_c512h64,chronos-2:autogluon/chronos-2,0.3349195899599878,0.3867509357558976,0.9599609375,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gphalf_s02_c512h1024,chronos-2:autogluon/chronos-2,0.725987292048551,0.9352223593300164,0.6806640625,1024,256,2.5,2.32,0.15,0.0
phihigh_shnone_gphalf_s02_c512h16,chronos-2:autogluon/chronos-2,0.32551246517770277,0.3140944757559585,1.0,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gphalf_s02_c512h256,chronos-2:autogluon/chronos-2,0.490573044255797,0.6410814160937504,0.833984375,1024,256,1.3,1.24,0.04,0.0
phihigh_shnone_gphalf_s02_c512h64,chronos-2:autogluon/chronos-2,0.326790524228675,0.37473649701471,0.98046875,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gphalf_s03_c512h1024,chronos-2:autogluon/chronos-2,0.7440767039862575,1.006163877158268,0.6416015625,1024,256,2.5,2.32,0.15,0.0
phihigh_shnone_gphalf_s03_c512h16,chronos-2:autogluon/chronos-2,0.3178570263372236,0.31722776861033536,0.998046875,1024,256,2.4,2.31,0.01,0.0
phihigh_shnone_gphalf_s03_c512h256,chronos-2:autogluon/chronos-2,0.5017625410445401,0.6730631979358852,0.7744140625,1024,256,1.4,1.29,0.04,0.0
phihigh_shnone_gphalf_s03_c512h64,chronos-2:autogluon/chronos-2,0.32821357506743326,0.3744566145467842,0.974609375,1024,256,0.9,0.85,0.01,0.0
phihigh_shnone_gphalf_s04_c512h1024,chronos-2:autogluon/chronos-2,0.7724824019778959,1.0395770613582134,0.6162109375,1024,256,2.5,2.28,0.15,0.0
phihigh_shnone_gphalf_s04_c512h16,chronos-2:autogluon/chronos-2,0.3301457945121347,0.31917920550098394,0.998046875,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gphalf_s04_c512h256,chronos-2:autogluon/chronos-2,0.5412969167259618,0.7313045075255848,0.759765625,1024,256,1.2,1.17,0.04,0.0
phihigh_shnone_gphalf_s04_c512h64,chronos-2:autogluon/chronos-2,0.3503233760391239,0.395070399435823,0.9658203125,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gphalf_s05_c512h1024,chronos-2:autogluon/chronos-2,0.7406680714889096,0.9521235740229079,0.6396484375,1024,256,2.5,2.29,0.16,0.0
phihigh_shnone_gphalf_s05_c512h16,chronos-2:autogluon/chronos-2,0.31340925247531615,0.31272766762107945,0.9970703125,1024,256,0.8,0.75,0.01,0.0
phihigh_shnone_gphalf_s05_c512h256,chronos-2:autogluon/chronos-2,0.5003467092169104,0.6454306216949548,0.8095703125,1024,256,1.4,1.28,0.04,0.0
phihigh_shnone_gphalf_s05_c512h64,chronos-2:autogluon/chronos-2,0.324870610879183,0.37006442437042697,0.9833984375,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gphalf_s06_c512h1024,chronos-2:autogluon/chronos-2,0.7585245235606151,1.009134188327732,0.6328125,1024,256,2.5,2.28,0.15,0.0
phihigh_shnone_gphalf_s06_c512h16,chronos-2:autogluon/chronos-2,0.317959956185421,0.3189403741940993,0.9970703125,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gphalf_s06_c512h256,chronos-2:autogluon/chronos-2,0.5116225410018573,0.6793235059877816,0.7919921875,1024,256,1.4,1.31,0.04,0.0
phihigh_shnone_gphalf_s06_c512h64,chronos-2:autogluon/chronos-2,0.33328017396085474,0.3820701012224858,0.970703125,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gphalf_s07_c512h1024,chronos-2:autogluon/chronos-2,0.7477783127281135,0.954479498230115,0.658203125,1024,256,2.5,2.33,0.15,0.0
phihigh_shnone_gphalf_s07_c512h16,chronos-2:autogluon/chronos-2,0.32508841995260407,0.31262934083598787,0.998046875,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gphalf_s07_c512h256,chronos-2:autogluon/chronos-2,0.5114986439009662,0.6544190809470471,0.8251953125,1024,256,1.3,1.24,0.04,0.0
phihigh_shnone_gphalf_s07_c512h64,chronos-2:autogluon/chronos-2,0.3327304764679293,0.37387586012652263,0.9765625,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gpno_s00_c512h1024,chronos-2:autogluon/chronos-2,0.7734435044248273,0.9536289146692809,0.6806640625,1024,256,3.9,3.69,0.15,0.0
phihigh_shnone_gpno_s00_c512h16,chronos-2:autogluon/chronos-2,0.32889065700761566,0.3124092776551958,0.9970703125,1024,256,0.8,0.75,0.01,0.0
phihigh_shnone_gpno_s00_c512h256,chronos-2:autogluon/chronos-2,0.5421112911561841,0.6748474036971553,0.818359375,1024,256,1.3,1.26,0.04,0.0
phihigh_shnone_gpno_s00_c512h64,chronos-2:autogluon/chronos-2,0.3448717805548712,0.3726031446878707,0.9794921875,1024,256,0.9,0.84,0.01,0.0
phihigh_shnone_gpno_s01_c512h1024,chronos-2:autogluon/chronos-2,0.7733930314771759,0.9549723950028921,0.6591796875,1024,256,2.5,2.28,0.15,0.0
phihigh_shnone_gpno_s01_c512h16,chronos-2:autogluon/chronos-2,0.33386314147347673,0.31377073736170363,0.998046875,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gpno_s01_c512h256,chronos-2:autogluon/chronos-2,0.5666538866609481,0.7168625046482687,0.7763671875,1024,256,1.2,1.12,0.04,0.0
phihigh_shnone_gpno_s01_c512h64,chronos-2:autogluon/chronos-2,0.35320261889224897,0.3892865428829041,0.96875,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gpno_s02_c512h1024,chronos-2:autogluon/chronos-2,0.7805875823140572,0.9585298226267203,0.6328125,1024,256,2.5,2.31,0.15,0.0
phihigh_shnone_gpno_s02_c512h16,chronos-2:autogluon/chronos-2,0.3320310543631625,0.31885198615029364,0.9990234375,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gpno_s02_c512h256,chronos-2:autogluon/chronos-2,0.5834574851754343,0.7191120153454722,0.7939453125,1024,256,1.4,1.3,0.04,0.0
phihigh_shnone_gpno_s02_c512h64,chronos-2:autogluon/chronos-2,0.3689917146332159,0.40994939241812056,0.9541015625,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gpno_s03_c512h1024,chronos-2:autogluon/chronos-2,0.7791079311588291,0.9463867128702895,0.640625,1024,256,2.5,2.27,0.15,0.0
phihigh_shnone_gpno_s03_c512h16,chronos-2:autogluon/chronos-2,0.3288096550477818,0.3108670841414321,0.998046875,1024,256,0.8,0.75,0.01,0.0
phihigh_shnone_gpno_s03_c512h256,chronos-2:autogluon/chronos-2,0.5690672179112328,0.7023819090242243,0.798828125,1024,256,1.3,1.21,0.04,0.0
phihigh_shnone_gpno_s03_c512h64,chronos-2:autogluon/chronos-2,0.35771796687919577,0.3877688340589994,0.970703125,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gpno_s04_c512h1024,chronos-2:autogluon/chronos-2,0.7840222919689875,0.9541249464241612,0.66015625,1024,256,2.5,2.32,0.15,0.0
phihigh_shnone_gpno_s04_c512h16,chronos-2:autogluon/chronos-2,0.3424181803856637,0.31740957085530036,0.9970703125,1024,256,0.8,0.75,0.01,0.0
phihigh_shnone_gpno_s04_c512h256,chronos-2:autogluon/chronos-2,0.5781065330586953,0.7128685845130011,0.796875,1024,256,1.4,1.32,0.04,0.0
phihigh_shnone_gpno_s04_c512h64,chronos-2:autogluon/chronos-2,0.3709788904885093,0.39706305367225464,0.9580078125,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gpno_s05_c512h1024,chronos-2:autogluon/chronos-2,0.801122225937285,1.000604335550098,0.6533203125,1024,256,2.5,2.27,0.15,0.0
phihigh_shnone_gpno_s05_c512h16,chronos-2:autogluon/chronos-2,0.336823596432026,0.32037323520636246,0.998046875,1024,256,0.8,0.75,0.01,0.0
phihigh_shnone_gpno_s05_c512h256,chronos-2:autogluon/chronos-2,0.58147649070739,0.7219482636938497,0.775390625,1024,256,1.2,1.17,0.04,0.0
phihigh_shnone_gpno_s05_c512h64,chronos-2:autogluon/chronos-2,0.3652774350638373,0.40298201331769457,0.9677734375,1024,256,0.9,0.83,0.01,0.0
phihigh_shnone_gpno_s06_c512h1024,chronos-2:autogluon/chronos-2,0.7865693587119154,0.9774707589876771,0.6416015625,1024,256,3.8,3.65,0.15,0.0
phihigh_shnone_gpno_s06_c512h16,chronos-2:autogluon/chronos-2,0.3350668312612808,0.3117893850931712,0.9970703125,1024,256,0.8,0.75,0.01,0.0
phihigh_shnone_gpno_s06_c512h256,chronos-2:autogluon/chronos-2,0.5777844212180975,0.7213831494186074,0.78125,1024,256,1.2,1.12,0.04,0.0
phihigh_shnone_gpno_s06_c512h64,chronos-2:autogluon/chronos-2,0.3654862807397969,0.3928176585622212,0.9658203125,1024,256,0.9,0.84,0.01,0.0
phihigh_shnone_gpno_s07_c512h1024,chronos-2:autogluon/chronos-2,0.7942803256861826,0.9792539735465992,0.6630859375,1024,256,2.5,2.27,0.15,0.0
phihigh_shnone_gpno_s07_c512h16,chronos-2:autogluon/chronos-2,0.3282008322842027,0.3107296625285584,1.0,1024,256,0.8,0.76,0.01,0.0
phihigh_shnone_gpno_s07_c512h256,chronos-2:autogluon/chronos-2,0.5637243075814685,0.6847674135394985,0.80078125,1024,256,1.3,1.19,0.04,0.0
phihigh_shnone_gpno_s07_c512h64,chronos-2:autogluon/chronos-2,0.3540247890230819,0.3815606691488036,0.978515625,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpfull_s00_c512h1024,chronos-2:autogluon/chronos-2,0.8031381345161832,0.7645071267757155,0.9580078125,1024,256,2.5,2.29,0.16,0.0
philow_shall_gpfull_s00_c512h16,chronos-2:autogluon/chronos-2,0.7053797749963651,0.6500654631991819,0.98828125,1024,256,0.8,0.75,0.01,0.0
philow_shall_gpfull_s00_c512h256,chronos-2:autogluon/chronos-2,0.7572624359719411,0.7212484642522121,0.9716796875,1024,256,1.3,1.25,0.04,0.0
philow_shall_gpfull_s00_c512h64,chronos-2:autogluon/chronos-2,0.7079679061130533,0.6666068568085965,0.9970703125,1024,256,0.9,0.82,0.01,0.0
philow_shall_gpfull_s01_c512h1024,chronos-2:autogluon/chronos-2,0.8064668875683686,0.769164096830544,0.9501953125,1024,256,2.6,2.36,0.15,0.0
philow_shall_gpfull_s01_c512h16,chronos-2:autogluon/chronos-2,0.6985858442839665,0.6491905829437816,0.990234375,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpfull_s01_c512h256,chronos-2:autogluon/chronos-2,0.7592433049618971,0.7250830928364647,0.966796875,1024,256,1.2,1.16,0.04,0.0
philow_shall_gpfull_s01_c512h64,chronos-2:autogluon/chronos-2,0.7036524565688453,0.66690556508468,0.9921875,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpfull_s02_c512h1024,chronos-2:autogluon/chronos-2,0.8045222010891687,0.7682460651341961,0.9501953125,1024,256,2.5,2.27,0.15,0.0
philow_shall_gpfull_s02_c512h16,chronos-2:autogluon/chronos-2,0.6985267642260342,0.6496273469149776,0.9892578125,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpfull_s02_c512h256,chronos-2:autogluon/chronos-2,0.7588638528399592,0.7233847453951054,0.9716796875,1024,256,1.2,1.14,0.04,0.0
philow_shall_gpfull_s02_c512h64,chronos-2:autogluon/chronos-2,0.7056770329136723,0.6661347326051317,0.9912109375,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpfull_s03_c512h1024,chronos-2:autogluon/chronos-2,0.8046067821728184,0.7681001628839274,0.9599609375,1024,256,2.5,2.31,0.15,0.0
philow_shall_gpfull_s03_c512h16,chronos-2:autogluon/chronos-2,0.697467170492347,0.6563202253092519,0.9873046875,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpfull_s03_c512h256,chronos-2:autogluon/chronos-2,0.7600453259877312,0.7296033808260153,0.9521484375,1024,256,1.2,1.12,0.04,0.0
philow_shall_gpfull_s03_c512h64,chronos-2:autogluon/chronos-2,0.7039894649298852,0.667437633105608,0.99609375,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpfull_s04_c512h1024,chronos-2:autogluon/chronos-2,0.7982826843288644,0.7613907952361744,0.9560546875,1024,256,3.8,3.65,0.15,0.0
philow_shall_gpfull_s04_c512h16,chronos-2:autogluon/chronos-2,0.6913399139852835,0.6417081457089624,0.9853515625,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpfull_s04_c512h256,chronos-2:autogluon/chronos-2,0.7540994240979757,0.7201342980518213,0.96875,1024,256,1.4,1.33,0.04,0.0
philow_shall_gpfull_s04_c512h64,chronos-2:autogluon/chronos-2,0.7021359454838898,0.6657167573133353,0.9912109375,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpfull_s05_c512h1024,chronos-2:autogluon/chronos-2,0.8054268147475265,0.7645482997982165,0.9501953125,1024,256,2.7,2.45,0.16,0.0
philow_shall_gpfull_s05_c512h16,chronos-2:autogluon/chronos-2,0.7023703623043913,0.6472131688713468,0.9912109375,1024,256,0.8,0.75,0.01,0.0
philow_shall_gpfull_s05_c512h256,chronos-2:autogluon/chronos-2,0.7548442186650601,0.7191157843683975,0.958984375,1024,256,1.2,1.15,0.04,0.0
philow_shall_gpfull_s05_c512h64,chronos-2:autogluon/chronos-2,0.7047773789722324,0.6619223341862313,0.990234375,1024,256,0.9,0.84,0.01,0.0
philow_shall_gpfull_s06_c512h1024,chronos-2:autogluon/chronos-2,0.8009145226926234,0.7627684044561499,0.9521484375,1024,256,2.7,2.51,0.15,0.0
philow_shall_gpfull_s06_c512h16,chronos-2:autogluon/chronos-2,0.6962708869440464,0.6544321300452427,0.990234375,1024,256,0.8,0.76,0.01,0.0
philow_shall_gpfull_s06_c512h256,chronos-2:autogluon/chronos-2,0.757388743301189,0.7204726457846484,0.9658203125,1024,256,1.3,1.24,0.04,0.0
philow_shall_gpfull_s06_c512h64,chronos-2:autogluon/chronos-2,0.7055997274931622,0.6685144896582912,0.9912109375,1024,256,0.9,0.83,0.01,0.0
philow_shall_gpfull_s07_c512h1024,chronos-2:autogluon/chronos-2,0.8115423411774656,0.7725065499652306,0.9462890625,1024,256,2.5,2.3,0.15,0.0
philow_shall_gpfull_s07_c512h16,chronos-2:autogluon/chronos-2,0.6956596107721493,0.6499817959122496,0.9794921875,1024,256,0.8,0.75,0.01,0.0
philow_shall_gpfull_s07_c512h256,chronos-2:autogluon/chronos-2,0.7618975146839316,0.7281089744563654,0.94921875,1024,256,1.2,1.12,0.04,0.0
philow_shall_gpfull_s07_c512h64,chronos-2:autogluon/chronos-2,0.7058994533484503,0.6682812225099115,0.9931640625,1024,256,0.9,0.84,0.02,0.0
philow_shall_gphalf_s00_c512h1024,chronos-2:autogluon/chronos-2,0.8159782256867395,0.7842193412295762,0.931640625,1024,256,2.5,2.32,0.15,0.0
philow_shall_gphalf_s00_c512h16,chronos-2:autogluon/chronos-2,0.7022894707849844,0.6561377273961115,0.9833984375,1024,256,0.8,0.76,0.01,0.0
philow_shall_gphalf_s00_c512h256,chronos-2:autogluon/chronos-2,0.761587562238826,0.7307995453296039,0.9521484375,1024,256,1.3,1.22,0.04,0.0
philow_shall_gphalf_s00_c512h64,chronos-2:autogluon/chronos-2,0.7071074714093409,0.6719162149406467,0.9912109375,1024,256,0.9,0.83,0.01,0.0
philow_shall_gphalf_s01_c512h1024,chronos-2:autogluon/chronos-2,0.8058269917201399,0.7669899782400653,0.9443359375,1024,256,2.5,2.33,0.15,0.0
philow_shall_gphalf_s01_c512h16,chronos-2:autogluon/chronos-2,0.7005560093739835,0.6458228368838401,0.98828125,1024,256,0.8,0.75,0.01,0.0
philow_shall_gphalf_s01_c512h256,chronos-2:autogluon/chronos-2,0.758123201903478,0.7208129344672565,0.9560546875,1024,256,1.3,1.19,0.04,0.0
philow_shall_gphalf_s01_c512h64,chronos-2:autogluon/chronos-2,0.7062717151293043,0.6651594984226755,0.994140625,1024,256,0.9,0.83,0.01,0.0
philow_shall_gphalf_s02_c512h1024,chronos-2:autogluon/chronos-2,0.8072716244095484,0.7698695947234161,0.9482421875,1024,256,3.8,3.63,0.15,0.0
philow_shall_gphalf_s02_c512h16,chronos-2:autogluon/chronos-2,0.6931790852764101,0.6536969601774416,0.982421875,1024,256,0.8,0.76,0.01,0.0
philow_shall_gphalf_s02_c512h256,chronos-2:autogluon/chronos-2,0.7561101759043611,0.7224216533757094,0.962890625,1024,256,1.2,1.13,0.04,0.0
philow_shall_gphalf_s02_c512h64,chronos-2:autogluon/chronos-2,0.6999488521213397,0.6654340109693608,0.9892578125,1024,256,0.9,0.83,0.01,0.0
